OSM ID,Highway Type,Buffer Distance (km),Original Global Efficiency,New Global Efficiency,Change in Efficiency
295910006,motorway,5,0.010880856,0.010703942,-0.000176914
295910006,motorway,10,0.003318916,0.003292919,-2.60E-05
295910006,motorway,15,0.001822442,0.001816033,-6.41E-06
295910006,motorway,20,0.00129912,0.001296689,-2.43E-06
295910006,motorway,25,0.001067862,0.001066248,-1.61E-06
295910006,motorway,30,0.00093822,0.000937366,-8.53E-07
295910006,motorway,35,0.000519363,0.000519061,-3.02E-07
295910006,motorway,40,0.000484639,0.00048357,-1.07E-06
295910006,motorway,45,0.000426212,0.000425291,-9.21E-07
295910006,motorway,50,0.000384196,0.000383412,-7.84E-07
295910006,motorway,60,0.000394472,0.000393769,-7.03E-07
534696006,track,5,0.008935749,0.008849265,-8.65E-05
534696006,track,10,0.003467013,0.003464924,-2.09E-06
534696006,track,15,0.002803982,0.00280295,-1.03E-06
534696006,track,20,0.002329842,0.002329525,-3.18E-07
534696006,track,25,0.00204523,0.002045168,-6.21E-08
534696006,track,30,0.001623782,0.001623753,-2.85E-08
534696006,track,35,0.001269569,0.00126955,-1.94E-08
534696006,track,40,0.001020719,0.001020706,-1.33E-08
534696006,track,45,0.000818051,0.000818042,-8.26E-09
534696006,track,50,0.000635741,0.000635737,-4.72E-09
534696006,track,60,0.000507188,0.000507186,-2.44E-09
686173366,motorway,5,0.013024806,0.012710741,-0.000314065
686173366,motorway,10,0.005042142,0.005013529,-2.86E-05
686173366,motorway,15,0.00205102,0.002049918,-1.10E-06
686173366,motorway,20,0.001830943,0.001830313,-6.30E-07
686173366,motorway,25,0.001248642,0.00124825,-3.92E-07
686173366,motorway,30,0.00104127,0.00103613,-5.14E-06
686173366,motorway,35,0.000897981,0.000896821,-1.16E-06
686173366,motorway,40,0.000753968,0.000753057,-9.12E-07
686173366,motorway,45,0.000647112,0.000646337,-7.75E-07
686173366,motorway,50,0.000554452,0.000553772,-6.81E-07
686173366,motorway,60,0.00047288,0.000471479,-1.40E-06
354654207,secondary,5,0.004784932,0.004763189,-2.17E-05
354654207,secondary,10,0.002488335,0.0024826,-5.74E-06
354654207,secondary,15,0.001856055,0.001852577,-3.48E-06
354654207,secondary,20,0.001653195,0.001652526,-6.69E-07
354654207,secondary,25,0.001176814,0.001176451,-3.63E-07
354654207,secondary,30,0.000790366,0.00079027,-9.63E-08
354654207,secondary,35,0.000678643,0.000678571,-7.21E-08
354654207,secondary,40,0.000594888,0.000594831,-5.66E-08
354654207,secondary,45,0.000464263,0.000464228,-3.44E-08
354654207,secondary,50,0.000428672,0.000428649,-2.33E-08
354654207,secondary,60,0.000404514,0.000404503,-1.04E-08
174510678,secondary,5,0.019177863,0.018986549,-0.000191314
174510678,secondary,10,0.005784409,0.005765193,-1.92E-05
174510678,secondary,15,0.003356368,0.003351704,-4.66E-06
174510678,secondary,20,0.00160199,0.001601177,-8.13E-07
174510678,secondary,25,0.001164497,0.001164094,-4.03E-07
174510678,secondary,30,0.00097969,0.000979405,-2.85E-07
174510678,secondary,35,0.000679713,0.000679618,-9.51E-08
174510678,secondary,40,0.000545008,0.000544966,-4.23E-08
174510678,secondary,45,0.000443959,0.000443933,-2.56E-08
174510678,secondary,50,0.000392581,0.000392562,-1.97E-08
174510678,secondary,60,0.000334429,0.000334416,-1.26E-08
754095463,track,5,0.007185634,0.007165665,-2.00E-05
754095463,track,10,0.004839973,0.004838827,-1.15E-06
754095463,track,15,0.003259706,0.003259625,-8.10E-08
754095463,track,20,0.002764649,0.0027646,-4.90E-08
754095463,track,25,0.002538193,0.002538155,-3.85E-08
754095463,track,30,0.002096865,0.002096838,-2.72E-08
754095463,track,35,0.001626852,0.001626835,-1.75E-08
754095463,track,40,0.00115724,0.001157233,-6.43E-09
754095463,track,45,0.00090459,0.000904586,-4.07E-09
754095463,track,50,0.000771698,0.000771696,-2.84E-09
754095463,track,60,0.00053339,0.000533388,-1.31E-09
28512639,motorway,5,0.00430836,0.004247314,-6.10E-05
28512639,motorway,10,0.001355557,0.001352392,-3.16E-06
28512639,motorway,15,0.001083337,0.001082182,-1.16E-06
28512639,motorway,20,0.000872103,0.000864034,-8.07E-06
28512639,motorway,25,0.000677857,0.000672318,-5.54E-06
28512639,motorway,30,0.000488227,0.000484216,-4.01E-06
28512639,motorway,35,0.000459264,0.00045532,-3.94E-06
28512639,motorway,40,0.000390742,0.000387244,-3.50E-06
28512639,motorway,45,0.000363821,0.000360888,-2.93E-06
28512639,motorway,50,0.000390443,0.000387499,-2.94E-06
28512639,motorway,60,0.000345216,0.000343133,-2.08E-06
26371569,motorway,5,0.006547101,0.006537286,-9.81E-06
26371569,motorway,10,0.003509588,0.003497774,-1.18E-05
26371569,motorway,15,0.00314967,0.003133463,-1.62E-05
26371569,motorway,20,0.002599304,0.002585016,-1.43E-05
26371569,motorway,25,0.002406378,0.002390737,-1.56E-05
26371569,motorway,30,0.002065539,0.002054186,-1.14E-05
26371569,motorway,35,0.001529419,0.001517483,-1.19E-05
26371569,motorway,40,0.000995343,0.00098915,-6.19E-06
26371569,motorway,45,0.000848141,0.000843004,-5.14E-06
26371569,motorway,50,0.000686531,0.000685099,-1.43E-06
26371569,motorway,60,0.000516289,0.000515358,-9.31E-07
31030379,motorway,5,0.005242015,0.005192822,-4.92E-05
31030379,motorway,10,0.003113195,0.003111494,-1.70E-06
31030379,motorway,15,0.001588233,0.001587495,-7.38E-07
31030379,motorway,20,0.001114929,0.001109167,-5.76E-06
31030379,motorway,25,0.000849248,0.000844344,-4.90E-06
31030379,motorway,30,0.00068789,0.000684342,-3.55E-06
31030379,motorway,35,0.000665459,0.00066233,-3.13E-06
31030379,motorway,40,0.000665975,0.00066525,-7.25E-07
31030379,motorway,45,0.000565738,0.00056516,-5.77E-07
31030379,motorway,50,0.000539421,0.000538907,-5.13E-07
31030379,motorway,60,0.00045043,0.000450095,-3.35E-07
52027879,tertiary,5,0.004371042,0.004331734,-3.93E-05
52027879,tertiary,10,0.00238904,0.002376605,-1.24E-05
52027879,tertiary,15,0.001723879,0.001712944,-1.09E-05
52027879,tertiary,20,0.001658481,0.001647883,-1.06E-05
52027879,tertiary,25,0.000930662,0.000925702,-4.96E-06
52027879,tertiary,30,0.000771051,0.000768445,-2.61E-06
52027879,tertiary,35,0.00063893,0.000636869,-2.06E-06
52027879,tertiary,40,0.00054742,0.0005458,-1.62E-06
52027879,tertiary,45,0.000433472,0.000432432,-1.04E-06
52027879,tertiary,50,0.000404349,0.000403472,-8.77E-07
52027879,tertiary,60,0.000437652,0.000437087,-5.65E-07
970235538,secondary,5,0.007911451,0.007862869,-4.86E-05
970235538,secondary,10,0.002289643,0.002288988,-6.55E-07
970235538,secondary,15,0.00174722,0.001746887,-3.33E-07
970235538,secondary,20,0.001082509,0.00108239,-1.19E-07
970235538,secondary,25,0.001229896,0.001229852,-4.43E-08
970235538,secondary,30,0.001290816,0.001290796,-2.03E-08
970235538,secondary,35,0.000965121,0.000965113,-7.76E-09
970235538,secondary,40,0.000900333,0.000900327,-5.87E-09
970235538,secondary,45,0.000854804,0.000854799,-4.60E-09
970235538,secondary,50,0.000788254,0.00078825,-3.57E-09
970235538,secondary,60,0.000621971,0.00062197,-1.67E-09
23750997,motorway,5,0.003711063,0.003698842,-1.22E-05
23750997,motorway,10,0.003976947,0.003974051,-2.90E-06
23750997,motorway,15,0.002853606,0.002853098,-5.08E-07
23750997,motorway,20,0.002273444,0.002259602,-1.38E-05
23750997,motorway,25,0.001831556,0.001820047,-1.15E-05
23750997,motorway,30,0.001503609,0.00149413,-9.48E-06
23750997,motorway,35,0.001156215,0.001148842,-7.37E-06
23750997,motorway,40,0.000961647,0.000960305,-1.34E-06
23750997,motorway,45,0.00067906,0.000678243,-8.16E-07
23750997,motorway,50,0.000582321,0.000581663,-6.58E-07
23750997,motorway,60,0.000452976,0.000452567,-4.08E-07
23750997,motorway,5,0.003711063,0.003698842,-1.22E-05
23750997,motorway,10,0.003976947,0.003974051,-2.90E-06
23750997,motorway,15,0.002853606,0.002853098,-5.08E-07
23750997,motorway,20,0.002273444,0.002259602,-1.38E-05
23750997,motorway,25,0.001831556,0.001820047,-1.15E-05
23750997,motorway,30,0.001503609,0.00149413,-9.48E-06
23750997,motorway,35,0.001156215,0.001148842,-7.37E-06
23750997,motorway,40,0.000961647,0.000960305,-1.34E-06
23750997,motorway,45,0.00067906,0.000678243,-8.16E-07
23750997,motorway,50,0.000582321,0.000581663,-6.58E-07
23750997,motorway,60,0.000452976,0.000452567,-4.08E-07
23750997,motorway,5,0.003711063,0.003698842,-1.22E-05
23750997,motorway,10,0.003976947,0.003974051,-2.90E-06
23750997,motorway,15,0.002853606,0.002853098,-5.08E-07
23750997,motorway,20,0.002273444,0.002259602,-1.38E-05
23750997,motorway,25,0.001831556,0.001820047,-1.15E-05
23750997,motorway,30,0.001503609,0.00149413,-9.48E-06
23750997,motorway,35,0.001156215,0.001148842,-7.37E-06
23750997,motorway,40,0.000961647,0.000960305,-1.34E-06
23750997,motorway,45,0.00067906,0.000678243,-8.16E-07
23750997,motorway,50,0.000582321,0.000581663,-6.58E-07
23750997,motorway,60,0.000452976,0.000452567,-4.08E-07
143085611,track,5,0.006224705,0.006186673,-3.80E-05
143085611,track,10,0.001995338,0.001994743,-5.95E-07
143085611,track,15,0.001462132,0.001461803,-3.29E-07
143085611,track,20,0.001109766,0.001109633,-1.33E-07
143085611,track,25,0.001365305,0.001365252,-5.36E-08
143085611,track,30,0.001327619,0.001327588,-3.18E-08
143085611,track,35,0.000955007,0.000954998,-9.76E-09
143085611,track,40,0.000879005,0.000878998,-7.05E-09
143085611,track,45,0.000878128,0.000878122,-5.65E-09
143085611,track,50,0.000773166,0.000773161,-4.18E-09
143085611,track,60,0.000603255,0.000603253,-1.98E-09
213795140,motorway,5,0.003529084,0.003511176,-1.79E-05
213795140,motorway,10,0.002027466,0.002015928,-1.15E-05
213795140,motorway,15,0.001873636,0.001868362,-5.27E-06
213795140,motorway,20,0.001092033,0.001076424,-1.56E-05
213795140,motorway,25,0.000803606,0.000793503,-1.01E-05
213795140,motorway,30,0.000755521,0.000746704,-8.82E-06
213795140,motorway,35,0.000620356,0.000613456,-6.90E-06
213795140,motorway,40,0.000542866,0.00053716,-5.71E-06
213795140,motorway,45,0.000463021,0.000458716,-4.30E-06
213795140,motorway,50,0.000463783,0.000460665,-3.12E-06
213795140,motorway,60,0.000533146,0.000530631,-2.52E-06
116867772,tertiary,5,0.003729046,0.00372288,-6.17E-06
116867772,tertiary,10,0.001942169,0.001941081,-1.09E-06
116867772,tertiary,15,0.001260252,0.001259908,-3.44E-07
116867772,tertiary,20,0.001108046,0.001107797,-2.49E-07
116867772,tertiary,25,0.000825306,0.000825162,-1.44E-07
116867772,tertiary,30,0.000684332,0.000684253,-7.88E-08
116867772,tertiary,35,0.000805469,0.000805431,-3.79E-08
116867772,tertiary,40,0.000709702,0.000709682,-2.03E-08
116867772,tertiary,45,0.000785765,0.000785753,-1.19E-08
116867772,tertiary,50,0.000735589,0.00073558,-9.09E-09
116867772,tertiary,60,0.000593678,0.000593673,-4.76E-09
55600441,track,5,0.008380775,0.008334407,-4.64E-05
55600441,track,10,0.003603236,0.003602361,-8.75E-07
55600441,track,15,0.002081003,0.002080717,-2.86E-07
55600441,track,20,0.00130254,0.001302413,-1.28E-07
55600441,track,25,0.001031783,0.001031719,-6.43E-08
55600441,track,30,0.000721059,0.000721023,-3.58E-08
55600441,track,35,0.000629911,0.000629886,-2.58E-08
55600441,track,40,0.000626534,0.000626519,-1.51E-08
55600441,track,45,0.000519067,0.00051906,-6.93E-09
55600441,track,50,0.000546964,0.00054696,-4.60E-09
55600441,track,60,0.000443393,0.000443391,-2.38E-09
213795141,motorway,5,0.0045867,0.00455641,-3.03E-05
213795141,motorway,10,0.002510974,0.002495441,-1.55E-05
213795141,motorway,15,0.002006053,0.001994565,-1.15E-05
213795141,motorway,20,0.001542592,0.001539327,-3.26E-06
213795141,motorway,25,0.00090896,0.000907669,-1.29E-06
213795141,motorway,30,0.000799573,0.000799026,-5.47E-07
213795141,motorway,35,0.000679248,0.000678835,-4.13E-07
213795141,motorway,40,0.000574267,0.00057393,-3.37E-07
213795141,motorway,45,0.000473072,0.000472858,-2.14E-07
213795141,motorway,50,0.000410843,0.000410688,-1.55E-07
213795141,motorway,60,0.000444302,0.000442723,-1.58E-06
970235500,track,5,0.012738606,0.012656799,-8.18E-05
970235500,track,10,0.001961963,0.001961556,-4.07E-07
970235500,track,15,0.001406816,0.001406642,-1.74E-07
970235500,track,20,0.000999094,0.000999004,-8.98E-08
970235500,track,25,0.000721011,0.000720966,-4.54E-08
970235500,track,30,0.000642903,0.000642873,-3.05E-08
970235500,track,35,0.000558852,0.000558831,-2.10E-08
970235500,track,40,0.000690751,0.000690739,-1.14E-08
970235500,track,45,0.000730632,0.000730626,-6.56E-09
970235500,track,50,0.000697023,0.000697018,-4.17E-09
970235500,track,60,0.000579284,0.000579282,-2.14E-09
354654202,motorway,5,0.004712252,0.004676026,-3.62E-05
354654202,motorway,10,0.002491132,0.002474362,-1.68E-05
354654202,motorway,15,0.001993303,0.001981053,-1.22E-05
354654202,motorway,20,0.001528755,0.00152547,-3.29E-06
354654202,motorway,25,0.000983785,0.000982309,-1.48E-06
354654202,motorway,30,0.000797297,0.000790267,-7.03E-06
354654202,motorway,35,0.000678976,0.000673231,-5.74E-06
354654202,motorway,40,0.00057629,0.00057168,-4.61E-06
354654202,motorway,45,0.000469781,0.000466381,-3.40E-06
354654202,motorway,50,0.000416626,0.000413861,-2.77E-06
354654202,motorway,60,0.000438679,0.000436673,-2.01E-06
686170054,secondary,5,0.005195019,0.005174153,-2.09E-05
686170054,secondary,10,0.003910421,0.003906448,-3.97E-06
686170054,secondary,15,0.002964731,0.002964145,-5.86E-07
686170054,secondary,20,0.002703356,0.00270325,-1.06E-07
686170054,secondary,25,0.002276319,0.002276244,-7.49E-08
686170054,secondary,30,0.001913094,0.00191304,-5.37E-08
686170054,secondary,35,0.001348694,0.001348669,-2.43E-08
686170054,secondary,40,0.001194795,0.001194778,-1.74E-08
686170054,secondary,45,0.000969578,0.000969568,-9.51E-09
686170054,secondary,50,0.000716071,0.000716065,-6.00E-09
686170054,secondary,60,0.00052734,0.000527337,-2.88E-09
71506081,motorway,5,0.005210491,0.005192969,-1.75E-05
71506081,motorway,10,0.003244425,0.003237456,-6.97E-06
71506081,motorway,15,0.001688306,0.001685638,-2.67E-06
71506081,motorway,20,0.001491175,0.001490162,-1.01E-06
71506081,motorway,25,0.000945457,0.000944963,-4.94E-07
71506081,motorway,30,0.000718976,0.000718726,-2.51E-07
71506081,motorway,35,0.000686305,0.000686138,-1.67E-07
71506081,motorway,40,0.000537303,0.000537217,-8.61E-08
71506081,motorway,45,0.000442002,0.000441953,-4.83E-08
71506081,motorway,50,0.000382171,0.000382021,-1.50E-07
71506081,motorway,60,0.000357263,0.000357116,-1.46E-07
26296167,motorway,5,0.012561786,0.012221992,-0.000339794
26296167,motorway,10,0.003239389,0.003235013,-4.38E-06
26296167,motorway,15,0.00244636,0.002443923,-2.44E-06
26296167,motorway,20,0.00186803,0.001867446,-5.84E-07
26296167,motorway,25,0.001431873,0.001431507,-3.66E-07
26296167,motorway,30,0.00126786,0.00126621,-1.65E-06
26296167,motorway,35,0.000924013,0.000922873,-1.14E-06
26296167,motorway,40,0.000746729,0.000745837,-8.92E-07
26296167,motorway,45,0.000663279,0.000662544,-7.35E-07
26296167,motorway,50,0.000557329,0.000556744,-5.85E-07
26296167,motorway,60,0.000474114,0.000473784,-3.30E-07
213795140,motorway,5,0.003529084,0.003511176,-1.79E-05
213795140,motorway,10,0.002027466,0.002015928,-1.15E-05
213795140,motorway,15,0.001873636,0.001868362,-5.27E-06
213795140,motorway,20,0.001092033,0.001076424,-1.56E-05
213795140,motorway,25,0.000803606,0.000793503,-1.01E-05
213795140,motorway,30,0.000755521,0.000746704,-8.82E-06
213795140,motorway,35,0.000620356,0.000613456,-6.90E-06
213795140,motorway,40,0.000542866,0.00053716,-5.71E-06
213795140,motorway,45,0.000463021,0.000458716,-4.30E-06
213795140,motorway,50,0.000463783,0.000460665,-3.12E-06
213795140,motorway,60,0.000533146,0.000530631,-2.52E-06
432254869,track,5,0.028377985,0.028022067,-0.000355918
432254869,track,10,0.009028142,0.008998465,-2.97E-05
432254869,track,15,0.001963719,0.00196144,-2.28E-06
432254869,track,20,0.001766591,0.001765871,-7.20E-07
432254869,track,25,0.001410937,0.00141051,-4.26E-07
432254869,track,30,0.001097012,0.001096838,-1.74E-07
432254869,track,35,0.000704819,0.000704736,-8.36E-08
432254869,track,40,0.000513177,0.00051315,-2.69E-08
432254869,track,45,0.000456808,0.000456787,-2.06E-08
432254869,track,50,0.00040938,0.000409363,-1.66E-08
432254869,track,60,0.000404897,0.000404888,-9.09E-09
26317623,secondary,5,0.002869687,0.002861899,-7.79E-06
26317623,secondary,10,0.002518824,0.002511983,-6.84E-06
26317623,secondary,15,0.001342436,0.001339626,-2.81E-06
26317623,secondary,20,0.000929474,0.000927755,-1.72E-06
26317623,secondary,25,0.000713408,0.000712222,-1.19E-06
26317623,secondary,30,0.000528778,0.000528033,-7.46E-07
26317623,secondary,35,0.000420878,0.000420374,-5.04E-07
26317623,secondary,40,0.000433798,0.000433429,-3.69E-07
26317623,secondary,45,0.000437236,0.000436906,-3.30E-07
26317623,secondary,50,0.000430412,0.000430137,-2.75E-07
26317623,secondary,60,0.000436271,0.000436094,-1.77E-07
120866393,track,5,0.004464508,0.004449451,-1.51E-05
120866393,track,10,0.002893636,0.002893107,-5.30E-07
120866393,track,15,0.001824393,0.001824108,-2.85E-07
120866393,track,20,0.001091248,0.001091134,-1.14E-07
120866393,track,25,0.000704573,0.000704515,-5.79E-08
120866393,track,30,0.000552271,0.000552233,-3.87E-08
120866393,track,35,0.000568511,0.000568482,-2.86E-08
120866393,track,40,0.000412875,0.000412857,-1.77E-08
120866393,track,45,0.000484877,0.000484869,-8.54E-09
120866393,track,50,0.000522881,0.000522875,-5.24E-09
120866393,track,60,0.000455422,0.00045542,-2.67E-09
26332132,tertiary,5,0.031194919,0.027687213,-0.003507706
26332132,tertiary,10,0.010142488,0.008589826,-0.001552663
26332132,tertiary,15,0.005381295,0.004476537,-0.000904758
26332132,tertiary,20,0.002404839,0.00239298,-1.19E-05
26332132,tertiary,25,0.001893213,0.001888999,-4.21E-06
26332132,tertiary,30,0.001341684,0.001338551,-3.13E-06
26332132,tertiary,35,0.001171317,0.001168676,-2.64E-06
26332132,tertiary,40,0.00102761,0.00102534,-2.27E-06
26332132,tertiary,45,0.000845531,0.00084348,-2.05E-06
26332132,tertiary,50,0.000799003,0.000796514,-2.49E-06
26332132,tertiary,60,0.000633048,0.000631093,-1.96E-06
404733305,secondary,5,0.01249281,0.012090621,-0.000402189
404733305,secondary,10,0.001810022,0.001807949,-2.07E-06
404733305,secondary,15,0.001393224,0.001392151,-1.07E-06
404733305,secondary,20,0.001010073,0.001009502,-5.70E-07
404733305,secondary,25,0.000732166,0.00073188,-2.86E-07
404733305,secondary,30,0.00064881,0.00064862,-1.90E-07
404733305,secondary,35,0.000547044,0.000546916,-1.28E-07
404733305,secondary,40,0.000700657,0.000700588,-6.96E-08
404733305,secondary,45,0.000747537,0.000747498,-3.96E-08
404733305,secondary,50,0.000700447,0.000700421,-2.59E-08
404733305,secondary,60,0.000578644,0.00057863,-1.33E-08
70484230,motorway,5,0.010175162,0.010061805,-0.000113358
70484230,motorway,10,0.003825453,0.003803328,-2.21E-05
70484230,motorway,15,0.002446735,0.002439297,-7.44E-06
70484230,motorway,20,0.001546793,0.001544251,-2.54E-06
70484230,motorway,25,0.001077306,0.001075948,-1.36E-06
70484230,motorway,30,0.000798511,0.000797805,-7.06E-07
70484230,motorway,35,0.000675464,0.000675095,-3.70E-07
70484230,motorway,40,0.000510177,0.000509981,-1.95E-07
70484230,motorway,45,0.000452866,0.000452248,-6.19E-07
70484230,motorway,50,0.00038363,0.000383169,-4.62E-07
70484230,motorway,60,0.000340346,0.00033994,-4.05E-07
31030379,motorway,5,0.005242015,0.005192822,-4.92E-05
31030379,motorway,10,0.003113195,0.003111494,-1.70E-06
31030379,motorway,15,0.001588233,0.001587495,-7.38E-07
31030379,motorway,20,0.001114929,0.001109167,-5.76E-06
31030379,motorway,25,0.000849248,0.000844344,-4.90E-06
31030379,motorway,30,0.00068789,0.000684342,-3.55E-06
31030379,motorway,35,0.000665459,0.00066233,-3.13E-06
31030379,motorway,40,0.000665975,0.00066525,-7.25E-07
31030379,motorway,45,0.000565738,0.00056516,-5.77E-07
31030379,motorway,50,0.000539421,0.000538907,-5.13E-07
31030379,motorway,60,0.00045043,0.000450095,-3.35E-07
432254860,track,5,0.024098223,0.023564402,-0.000533821
432254860,track,10,0.008157806,0.008124174,-3.36E-05
432254860,track,15,0.002834718,0.002830139,-4.58E-06
432254860,track,20,0.001908346,0.001907402,-9.45E-07
432254860,track,25,0.001280856,0.001280371,-4.85E-07
432254860,track,30,0.001035539,0.001035248,-2.90E-07
432254860,track,35,0.000742952,0.000742839,-1.13E-07
432254860,track,40,0.000533805,0.000533766,-3.86E-08
432254860,track,45,0.000456746,0.000456719,-2.65E-08
432254860,track,50,0.000411285,0.000411264,-2.09E-08
432254860,track,60,0.000334626,0.000334613,-1.25E-08
26296167,motorway,5,0.012561786,0.012221992,-0.000339794
26296167,motorway,10,0.003239389,0.003235013,-4.38E-06
26296167,motorway,15,0.00244636,0.002443923,-2.44E-06
26296167,motorway,20,0.00186803,0.001867446,-5.84E-07
26296167,motorway,25,0.001431873,0.001431507,-3.66E-07
26296167,motorway,30,0.00126786,0.00126621,-1.65E-06
26296167,motorway,35,0.000924013,0.000922873,-1.14E-06
26296167,motorway,40,0.000746729,0.000745837,-8.92E-07
26296167,motorway,45,0.000663279,0.000662544,-7.35E-07
26296167,motorway,50,0.000557329,0.000556744,-5.85E-07
26296167,motorway,60,0.000474114,0.000473784,-3.30E-07
32352251,motorway,5,0.005669314,0.005645186,-2.41E-05
32352251,motorway,10,0.001640147,0.001638523,-1.62E-06
32352251,motorway,15,0.001224991,0.001224047,-9.43E-07
32352251,motorway,20,0.000907602,0.000906937,-6.66E-07
32352251,motorway,25,0.000740114,0.000739671,-4.44E-07
32352251,motorway,30,0.000623064,0.000622643,-4.21E-07
32352251,motorway,35,0.000577706,0.000577329,-3.76E-07
32352251,motorway,40,0.00062057,0.00062035,-2.20E-07
32352251,motorway,45,0.000656825,0.000653091,-3.73E-06
32352251,motorway,50,0.00064797,0.000644877,-3.09E-06
32352251,motorway,60,0.000562867,0.000560706,-2.16E-06
108121352,tertiary,5,0.002716864,0.002715365,-1.50E-06
108121352,tertiary,10,0.001904931,0.001903322,-1.61E-06
108121352,tertiary,15,0.001294051,0.001293488,-5.64E-07
108121352,tertiary,20,0.001108667,0.001108263,-4.04E-07
108121352,tertiary,25,0.000933333,0.000933068,-2.65E-07
108121352,tertiary,30,0.00083,0.000829892,-1.08E-07
108121352,tertiary,35,0.000842096,0.000842035,-6.18E-08
108121352,tertiary,40,0.000791396,0.000791369,-2.74E-08
108121352,tertiary,45,0.000816534,0.000816514,-1.91E-08
108121352,tertiary,50,0.00073968,0.000739665,-1.42E-08
108121352,tertiary,60,0.000590845,0.000590837,-7.28E-09
1053979714,secondary,5,0.002704158,0.002686797,-1.74E-05
1053979714,secondary,10,0.001928812,0.001917918,-1.09E-05
1053979714,secondary,15,0.001275539,0.00126588,-9.66E-06
1053979714,secondary,20,0.001115368,0.001104928,-1.04E-05
1053979714,secondary,25,0.00098362,0.000975573,-8.05E-06
1053979714,secondary,30,0.000967893,0.000956421,-1.15E-05
1053979714,secondary,35,0.000943229,0.000933701,-9.53E-06
1053979714,secondary,40,0.000802302,0.000796735,-5.57E-06
1053979714,secondary,45,0.000848443,0.00084336,-5.08E-06
1053979714,secondary,50,0.000747103,0.00074314,-3.96E-06
1053979714,secondary,60,0.000593137,0.000590648,-2.49E-06
32966598,motorway,5,0.01206145,0.011820787,-0.000240663
32966598,motorway,10,0.002755595,0.002732171,-2.34E-05
32966598,motorway,15,0.001750615,0.001739021,-1.16E-05
32966598,motorway,20,0.001673362,0.001668072,-5.29E-06
32966598,motorway,25,0.001474921,0.001472527,-2.39E-06
32966598,motorway,30,0.000743193,0.000742377,-8.16E-07
32966598,motorway,35,0.000658493,0.000654231,-4.26E-06
32966598,motorway,40,0.000560791,0.000557382,-3.41E-06
32966598,motorway,45,0.000453243,0.000450914,-2.33E-06
32966598,motorway,50,0.000400997,0.000398968,-2.03E-06
32966598,motorway,60,0.0003996,0.000398158,-1.44E-06
26347762,motorway,5,0.013583066,0.013043198,-0.000539868
26347762,motorway,10,0.00395507,0.003918863,-3.62E-05
26347762,motorway,15,0.003615382,0.003586217,-2.92E-05
26347762,motorway,20,0.002929814,0.002905059,-2.48E-05
26347762,motorway,25,0.002608916,0.002592123,-1.68E-05
26347762,motorway,30,0.001914525,0.001902524,-1.20E-05
26347762,motorway,35,0.001292392,0.001284896,-7.50E-06
26347762,motorway,40,0.001087613,0.001080763,-6.85E-06
26347762,motorway,45,0.000838555,0.000833469,-5.09E-06
26347762,motorway,50,0.000715741,0.000711694,-4.05E-06
26347762,motorway,60,0.000619229,0.000615969,-3.26E-06
27834821,motorway,5,0.006292158,0.006241313,-5.08E-05
27834821,motorway,10,0.002343944,0.002338117,-5.83E-06
27834821,motorway,15,0.001423297,0.001421906,-1.39E-06
27834821,motorway,20,0.000954104,0.000953194,-9.10E-07
27834821,motorway,25,0.000737403,0.000736939,-4.64E-07
27834821,motorway,30,0.000723887,0.000723423,-4.64E-07
27834821,motorway,35,0.000633848,0.000633517,-3.31E-07
27834821,motorway,40,0.000522939,0.000522646,-2.93E-07
27834821,motorway,45,0.000559821,0.000559658,-1.64E-07
27834821,motorway,50,0.000508737,0.000506139,-2.60E-06
27834821,motorway,60,0.000579554,0.000577364,-2.19E-06
541388905,track,5,0.024247239,0.023280756,-0.000966483
541388905,track,10,0.004014495,0.004007806,-6.69E-06
541388905,track,15,0.002729648,0.002727686,-1.96E-06
541388905,track,20,0.001944734,0.001943929,-8.05E-07
541388905,track,25,0.001776056,0.00177591,-1.46E-07
541388905,track,30,0.001503118,0.001503055,-6.28E-08
541388905,track,35,0.001209599,0.001209557,-4.23E-08
541388905,track,40,0.000948064,0.000948035,-2.84E-08
541388905,track,45,0.000736955,0.000736938,-1.75E-08
541388905,track,50,0.000579435,0.000579424,-1.08E-08
541388905,track,60,0.000465133,0.000465127,-5.39E-09
23750997,motorway,5,0.003711063,0.003698842,-1.22E-05
23750997,motorway,10,0.003976947,0.003974051,-2.90E-06
23750997,motorway,15,0.002853606,0.002853098,-5.08E-07
23750997,motorway,20,0.002273444,0.002259602,-1.38E-05
23750997,motorway,25,0.001831556,0.001820047,-1.15E-05
23750997,motorway,30,0.001503609,0.00149413,-9.48E-06
23750997,motorway,35,0.001156215,0.001148842,-7.37E-06
23750997,motorway,40,0.000961647,0.000960305,-1.34E-06
23750997,motorway,45,0.00067906,0.000678243,-8.16E-07
23750997,motorway,50,0.000582321,0.000581663,-6.58E-07
23750997,motorway,60,0.000452976,0.000452567,-4.08E-07
26821992,service,5,0.002969679,0.002967626,-2.05E-06
26821992,service,10,0.002437672,0.002437458,-2.14E-07
26821992,service,15,0.001277806,0.001277726,-7.95E-08
26821992,service,20,0.000893464,0.000893417,-4.70E-08
26821992,service,25,0.000682727,0.000682696,-3.09E-08
26821992,service,30,0.000523958,0.000523938,-1.93E-08
26821992,service,35,0.000403036,0.000403023,-1.23E-08
26821992,service,40,0.000423625,0.000423619,-5.86E-09
